State,class
11*r0,Botnet-TCP-Attempt-SPAM
"12+R,r,R,R0",Botnet-TCP-Attempt-SPAM
12*B*,Botnet-TCP-Attempt-SPAM
"11+R,",Botnet-TCP-Attempt-SPAM
Y.y.y.y.y.y,Botnet-TCP-Established-HTTP-Ad
".y.H.y.y.Y,",Botnet-TCP-Established-HTTP-Ad-yieldmanager
88*y*H*Y.,Botnet-TCP-Established-HTTP-Ad
Y.Y.y.y.y.Y,Botnet-TCP-Established-HTTP-Ad
y.y.y.Y*Y.y,Botnet-TCP-Established-HTTP-Ad
88.Y*y*,Botnet-TCP-WEB-Established
".Y+Y.Y.Y,Y0",Botnet-TCP-Established-HTTP-Ad
".r.R,R.R*r*",Botnet-TCP-Attempt-SPAM
"s+s*s*s*S,S",Botnet-TCP-Attempt-SPAM
+s*s*B*S+S*,Botnet-TCP-Attempt-SPAM
"11,R.S,a,R0",Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
"22*r+r,",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"22,R*",Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
120S*,Botnet-TCP-Attempt-SPAM
22+s*s*,Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
110R+,Botnet-TCP-Attempt-SPAM
"21*R,R0S+",Botnet-TCP-Attempt-SPAM
55+V*s*,Botnet-TCP-Attempt-SPAM
22*A*,Botnet-TCP-Attempt-SPAM
"1+r*R,R*R,R",Botnet-TCP-Attempt-SPAM
"v,E,E,v.v.v",Botnet-TCP-Attempt-SPAM
"88.Y,Y.",Botnet-TCP-Established-HTTP-Ad
+y+z+z+z+z+,Botnet-TCP-Established-HTTP-Ad
22*S+,Botnet-TCP-Attempt-SPAM
52*S*,Botnet-TCP-Attempt-SPAM
22+s*,Botnet-TCP-Attempt-SPAM
",Y.y.y.y,y.",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22*s*,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22*s*S*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
88*Y0,Botnet-TCP-CC-HTTP-Not-Encrypted
22*s*s*,Botnet-TCP-Attempt-SPAM
82*Y+,Botnet-TCP-CC-HTTP-Not-Encrypted
22*s*,Botnet-TCP-Attempt-SPAM
2*R+s+A+A+s,Botnet-TCP-Attempt-SPAM
"s,s+s*s+B+B",Botnet-TCP-Attempt-SPAM
"2,s,S+b+s+B",Botnet-TCP-Attempt-SPAM
11.S.,Botnet-TCP-Attempt-SPAM
"12*S+s+s,",Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
"+R,R*R+R*B*",Botnet-TCP-Attempt-SPAM
12*S*,Botnet-TCP-Attempt-SPAM
"+s*r+r,s+a+",Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
",r+R,R*B*S,",Botnet-TCP-Attempt-SPAM
+r+r*R+A+A+,Botnet-TCP-Attempt-SPAM
11*R+a+R*,Botnet-TCP-Attempt-SPAM
21*s*r*s*,Botnet-TCP-Attempt-SPAM
11*r*r*,Botnet-TCP-Attempt-SPAM
"22,s,",Botnet-TCP-Attempt-SPAM
.Y.Y*Y.Y.y.,Botnet-TCP-Established-HTTP-Ad
"88.H.s,",Botnet-TCP-Established-HTTP-Ad
"y.y,y,y,H,y",Botnet-TCP-WEB-Established-SSL
"H,H,h,H,y,y",Botnet-TCP-WEB-Established-SSL
",y,y.y,y,y,",Botnet-TCP-WEB-Established-SSL
"2*S,S*S+S*S",Botnet-TCP-Attempt-SPAM
11*R0s*,Botnet-TCP-Attempt-SPAM
88*y*y*y*,Botnet-TCP-WEB-Established
880Y*,Botnet-TCP-WEB-Established
88*Y0Y*,Botnet-TCP-WEB-Established-SSL
88*y0Y*V+,Botnet-TCP-WEB-Established-SSL
88*y0y*,Botnet-TCP-WEB-Established
85*y*,Botnet-TCP-WEB-Established-SSL
88*y*,Botnet-TCP-WEB-Established
"Y+y,Y*y*y*y",Botnet-TCP-WEB-Established-SSL
88*y*y*,Botnet-TCP-WEB-Established-SSL
88*y*y*,Botnet-TCP-WEB-Established
88*y0,Botnet-TCP-WEB-Established-SSL
880Y*,Botnet-TCP-WEB-Established-SSL
"88*y*Y,Y+",Botnet-TCP-WEB-Established-SSL
88*y*y*h*y*,Botnet-TCP-WEB-Established
880y*,Botnet-TCP-WEB-Established-SSL
88*y*,Botnet-TCP-WEB-Established
+y*y*y*H*y*,Botnet-TCP-WEB-Established-SSL
88*y*Y*,Botnet-TCP-WEB-Established-SSL
"+S,S+B+s+s,",Botnet-TCP-Attempt-SPAM
"*S,B,s,s,s,",Botnet-TCP-Attempt-SPAM
21+S0,Botnet-TCP-Attempt-SPAM
"y,Y,y+y,Y+y",Botnet-TCP-Established-SSL-Microsoft
"88,Y*",Botnet-TCP-WEB-Established-SSL
"88*Y,",Botnet-TCP-WEB-Established-SSL
",Y+y,v,Y+y,",Botnet-TCP-Established-SSL-Microsoft
",Y.Y*Y,Y*y*",Botnet-TCP-Established-SSL-Microsoft
"*Y,y,Y*Y,y,",Botnet-TCP-WEB-Established-SSL
"8,y,y,H,H,h",Botnet-TCP-WEB-Established-SSL
"b+S,S+S,S+S",Botnet-TCP-Attempt-SPAM
"+s+B,s+s+s+",Botnet-TCP-Attempt-SPAM
"s,s+s,s+B+s",Botnet-TCP-Attempt-SPAM
".y,y,y.y,y,",Botnet-TCP-WEB-Established-SSL
".y,y,y,y.H.",Botnet-TCP-Established-SSL-Microsoft
".h.H.y,y,y,",Botnet-TCP-WEB-Established-SSL
"11*s*R,R.S+",Botnet-TCP-Attempt-SPAM
"21*r*R,",Botnet-TCP-Attempt-SPAM
",s,s,s,s,s,",Botnet-TCP-Attempt-SPAM
b+b+b+S*S+b,Botnet-TCP-Attempt-SPAM
2*S+s+b+b+B,Botnet-TCP-Attempt-SPAM
"11,R.",Botnet-TCP-Attempt-SPAM
B+b+s*S+s*S,Botnet-TCP-Attempt-SPAM
"s*b*s*s+S,S",Botnet-TCP-Attempt-SPAM
".R.S.S.S+s,",Botnet-TCP-Attempt-SPAM
"*s+S,S*B*S+",Botnet-TCP-Attempt-SPAM
"s,s+s+s+s+s",Botnet-TCP-Attempt-SPAM
*S+B+s+S*s*,Botnet-TCP-Attempt-SPAM
Z*z+z+z+Z*Y,Botnet-TCP-Established-HTTP-Ad
12.s.,Botnet-TCP-Attempt-SPAM
"21,S.",Botnet-TCP-Attempt-SPAM
22*b*s+S*,Botnet-TCP-Attempt-SPAM
22*B*s+,Botnet-TCP-Attempt-SPAM
"*r*R+S*r*S,",Botnet-TCP-Attempt-SPAM
22*s*s+,Botnet-TCP-Attempt-SPAM
88*y*y*y*x*,Botnet-TCP-Established-HTTP-Ad
99*z*z*,Botnet-TCP-Established-HTTP-Ad
"8,Z*z*Y*i+z",Botnet-TCP-Established-HTTP-Ad
"89*Y,X*Y+Y*",Botnet-TCP-Established-HTTP-Ad
"97*Y,X+X,Z*",Botnet-TCP-Established-HTTP-Ad
"8,y,Z+y*y*y",Botnet-TCP-WEB-Established
"98,Z0z*",Botnet-TCP-Established-HTTP-Ad
"99+Y,Y0",Botnet-TCP-Established-HTTP-Ad
99*y*H*,Botnet-TCP-Established-HTTP-Ad
99.Z+Z*z*,Botnet-TCP-Established-HTTP-Ad
99*Z0,Botnet-TCP-Established-HTTP-Ad
"99*z*Y,Z*",Botnet-TCP-WEB-Established
*z*y*Y*H*z*,Botnet-TCP-Established-HTTP-Ad
"7*I*y+z+Y,Z",Botnet-TCP-WEB-Established
"11,r+",Botnet-TCP-Attempt-SPAM
99*y*,Botnet-TCP-Established-HTTP-Ad
22*B*,Botnet-TCP-Attempt-SPAM
"22+s,S*",Botnet-TCP-Attempt-SPAM
2*s*s+S*s*s,Botnet-TCP-Attempt-SPAM
"12,r,",Botnet-TCP-Attempt-SPAM
".r.R,r,S+r,",Botnet-TCP-Attempt-SPAM
"11.S.R,s,",Botnet-TCP-Attempt-SPAM
",Y.Y,Y.Y,Y.",Botnet-TCP-WEB-Established
"Y.Y.Y.Y.Y,Y",Botnet-TCP-WEB-Established
"B*s+s+s+s,s",Botnet-TCP-Attempt-SPAM
"2,r,s,R*R,S",Botnet-TCP-Attempt-SPAM
4900Y*,Botnet-TCP-HTTP-Google-Net-Established
"*Y,Z*I*z*Y+",Botnet-TCP-Established-HTTP-Ad
*I*z+h*I+I*,Botnet-TCP-Established-HTTP-Ad
"880Y,",Botnet-TCP-WEB-Established-SSL
"1+r*R,S+b+r",Botnet-TCP-Attempt-SPAM
"R,S.R,R,r,s",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
*s+s*B*s+S*,Botnet-TCP-Attempt-SPAM
b+b+b+b+b+b,Botnet-TCP-Attempt-SPAM
22*r*S0,Botnet-TCP-Attempt-SPAM
99*y*,Botnet-TCP-WEB-Established
2*s*s*B*s*s,Botnet-TCP-Attempt-SPAM
"*s*s*S,S*B*",Botnet-TCP-Attempt-SPAM
11*s*s*,Botnet-TCP-Attempt-SPAM
"s*s*S+s*S,S",Botnet-TCP-Attempt-SPAM
88.Y+Y.,Botnet-TCP-WEB-Established
"+s*S,B,S+s,",Botnet-TCP-Attempt-SPAM
22*s*s*s+s+,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
"*r*S,s,S+S,",Botnet-TCP-Attempt-SPAM
"Y+y+y,Y+y+y",Botnet-TCP-Established-HTTP-Ad
"*R,Y*Y*y*y*",Botnet-TCP-WEB-Established
"s,s+s+B+S*S",Botnet-TCP-Attempt-SPAM
"22*B*S,s+S*",Botnet-TCP-Attempt-SPAM
"s*s*s*B*S,s",Botnet-TCP-Attempt-SPAM
22+S*S+,Botnet-TCP-Attempt-SPAM
21*s*,Botnet-TCP-Attempt-SPAM
55*V0,Botnet-TCP-Attempt-SPAM
550V*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
11.r.,Botnet-TCP-Attempt-SPAM
11*s*,Botnet-TCP-Attempt-SPAM
"2*S+r,R*R,r",Botnet-TCP-Attempt-SPAM
"22+R*R,R0R*",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*B*s*B*,Botnet-TCP-Attempt-SPAM
22.S.,Botnet-TCP-Attempt-SPAM
11.r.S*s*s*,Botnet-TCP-Attempt-SPAM
"+B+S.R*R,S0",Botnet-TCP-Attempt-SPAM
21.S*,Botnet-TCP-Attempt-SPAM
11*r0,Botnet-TCP-Attempt-SPAM
21+R.,Botnet-TCP-Attempt-SPAM
22*s*s0,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
12.R0,Botnet-TCP-Attempt-SPAM
22*s*s*s+,Botnet-TCP-Attempt-SPAM
0Y*y+y*y*Y.,Botnet-TCP-Established-HTTP-Ad
Y.Y*Y.Y+y+y,Botnet-TCP-Established-HTTP-Ad
55*v*,Botnet-TCP-Attempt-SPAM
55*E*,Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
22*v*,Botnet-TCP-Attempt-SPAM
22*s*s*s*,Botnet-TCP-Attempt-SPAM
22*S*s*s*s*,Botnet-TCP-Attempt-SPAM
"V*V,E,B,V*V",Botnet-TCP-Attempt-SPAM
",b,Z*V,H,E,",Botnet-TCP-CC-HTTP-Not-Encrypted
22*S+,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
55+V*v*,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
.x.G.x.g.x.,Botnet-TCP-WEB-Established
22*s*,Botnet-TCP-Attempt-SPAM
b+b+b+b+b+b,Botnet-TCP-Attempt-SPAM
*Z.Z*Z.Z*Y.,Botnet-TCP-Established-HTTP-Ad
22*s0,Botnet-TCP-Attempt-SPAM
21*s*r*,Botnet-TCP-Attempt-SPAM
22.b.B.,Botnet-TCP-Attempt-SPAM
12*S*,Botnet-TCP-Attempt-SPAM
22*v0,Botnet-TCP-Attempt-SPAM
S.S.R*r*R+S,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
990i0,Botnet-TCP-Established
"y,y.Y,y,Y.Y",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22*s*,Botnet-TCP-Attempt-SPAM
55*E*,Botnet-TCP-Attempt-SPAM
22*B0,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22*v*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
i*I+i+I+I*I,Botnet-TCP-Established-HTTP-Ad
S+r*s+r+r*r,Botnet-TCP-Attempt-SPAM
11+r*a*R0R+,Botnet-TCP-Attempt-SPAM
88*Z+y*,Botnet-TCP-Established-SPAM
"22*S,S*",Botnet-TCP-Attempt-SPAM
"S,s+s+B+s*S",Botnet-TCP-Attempt-SPAM
"s,S*B*S+B+s",Botnet-TCP-Attempt-SPAM
88*H*y*y*Y*,Botnet-TCP-Established-SPAM
"S,s,S*B*s+s",Botnet-TCP-Attempt-SPAM
"2.R*A*S,S*s",Botnet-TCP-Attempt-SPAM
+h+y*y+Y*y*,Botnet-TCP-Established-SPAM
22*B*s*s*s+,Botnet-TCP-Attempt-SPAM
22*S+,Botnet-TCP-Attempt-SPAM
21.R0,Botnet-TCP-Attempt-SPAM
12*S*,Botnet-TCP-Attempt-SPAM
11.r.A.,Botnet-TCP-Attempt-SPAM
"520S,",Botnet-TCP-Attempt-SPAM
220s*,Botnet-TCP-Attempt-SPAM
250s*,Botnet-TCP-Attempt-SPAM
12+r*r*r0,Botnet-TCP-Attempt-SPAM
"11,R.",Botnet-TCP-Attempt-SPAM
25*v*,Botnet-TCP-Attempt-SPAM
"z,z,Z.r.w.w",Botnet-UDP-Attempt-DNS
",W.v.w.u.U.",Botnet-UDP-DNS
"11*B*S,B,",Botnet-TCP-Attempt-SPAM
55*E*,Botnet-TCP-Attempt-SPAM
"11*R*R,R*",Botnet-TCP-Attempt-SPAM
31.R*,Botnet-TCP-Attempt-SPAM
"12.R,R*",Botnet-TCP-Attempt-SPAM
22+R*s*r*,Botnet-TCP-Attempt-SPAM
210R+,Botnet-TCP-Attempt-SPAM
"11,S*",Botnet-TCP-Attempt-SPAM
"12,S*S.R,A,",Botnet-TCP-Attempt-SPAM
"11.R,R+r*R,",Botnet-TCP-Attempt-SPAM
"11*R,",Botnet-TCP-Attempt-SPAM
",S*R,r.r.R.",Botnet-TCP-Attempt-SPAM
*s+R*r*B*s*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
"2+R,s,R+R,S",Botnet-TCP-Attempt-SPAM
"f,E,z+w,I,w",Botnet-TCP-CC-HTTP-Not-Encrypted
"77.X,X.",Botnet-TCP-Established-HTTP-Ad
"88.Y.y.Y,",Botnet-TCP-WEB-Established
11+R0,Botnet-TCP-Attempt-SPAM
"+Y*Y,y.y.Y+",Botnet-TCP-Established-HTTP-Ad
220s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
55*r*,Botnet-TCP-Attempt-SPAM
220s*,Botnet-TCP-Attempt-SPAM
55*v*v*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
55*E*V0,Botnet-TCP-Attempt-SPAM
11+R0,Botnet-TCP-Attempt-SPAM
22*s*s*B*,Botnet-TCP-Attempt-SPAM
990i0,Botnet-UDP-Attempt
990i0,Botnet-UDP-Custom-Encryption
33+S*E*t*,Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
99+I+Z0i0,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
"11,R*r+A*",Botnet-TCP-Attempt-SPAM
"22*S,",Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
"11,s.R,",Botnet-TCP-Attempt-SPAM
"+s+s*S,S*s+",Botnet-TCP-Attempt-SPAM
"11,R*",Botnet-TCP-Attempt-SPAM
12.S.,Botnet-TCP-Attempt-SPAM
"11,r,r,",Botnet-TCP-Attempt-SPAM
22+s+S*R.R*,Botnet-TCP-Attempt-SPAM
22+S*,Botnet-TCP-Attempt-SPAM
"99+Z,Z+I,z+",Botnet-TCP-WEB-Established
"98,Y0",Botnet-TCP-Established-HTTP-Ad
z.Z.R*Y.y.Y,Botnet-TCP-Established-HTTP-Ad
"9,Z+Z.Z,Z.Z",Botnet-TCP-Established-HTTP-Ad
"+y+y,z+z+y,",Botnet-TCP-Established-HTTP-Ad-yieldmanager
99.Z.Z.Z*Z*,Botnet-TCP-WEB-Established
"y,x,X,H,y,y",Botnet-TCP-Established-HTTP-Ad
+Y.Z.Z.X.Z.,Botnet-TCP-Established-HTTP-Adobe
y*y+y+z+Y0Y,Botnet-TCP-Established-HTTP-Ad
Z*Z.V*r*Y.v,Botnet-TCP-Established-HTTP-Ad
9*z*I*z+H*Z,Botnet-TCP-Established-HTTP-Ad
11*b*,Botnet-TCP-Attempt-SPAM
I+I+i+I+i+I,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
12.S.,Botnet-TCP-Attempt-SPAM
S*B*B*B+s+s,Botnet-TCP-Attempt-SPAM
"11*R+s,",Botnet-TCP-Attempt-SPAM
",s,S*S,r+S*",Botnet-TCP-Attempt-SPAM
11.S.,Botnet-TCP-Attempt-SPAM
"88.y,y,y,",Botnet-TCP-Established-HTTP-Binary-Download
"11,R*s*",Botnet-TCP-Attempt-SPAM
"21,R.",Botnet-TCP-Attempt-SPAM
"21+R*r*R,R*",Botnet-TCP-Attempt-SPAM
22*R+,Botnet-TCP-Attempt-SPAM
"12,s,R*",Botnet-TCP-Attempt-SPAM
"21,R*",Botnet-TCP-Attempt-SPAM
220s*,Botnet-TCP-Attempt-SPAM
11.a.,Botnet-TCP-Attempt-SPAM
55*E*v*,Botnet-TCP-Attempt-SPAM
11.R*,Botnet-TCP-Attempt-SPAM
12*S*B*B+B*,Botnet-TCP-Attempt-SPAM
120S*,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"11,R*R.S.",Botnet-TCP-Attempt-SPAM
r+S*R.R.R.S,Botnet-TCP-Attempt-SPAM
110r*,Botnet-TCP-Attempt-SPAM
21*s*r*S.,Botnet-TCP-Attempt-SPAM
"s,S*s*s+s,s",Botnet-TCP-Attempt-SPAM
12+R*,Botnet-TCP-Attempt-SPAM
"22,s+s+s+",Botnet-TCP-Attempt-SPAM
"22,S*S,b,",Botnet-TCP-Attempt-SPAM
"11,R0S*",Botnet-TCP-Attempt-SPAM
"120S+s,S*s+",Botnet-TCP-Attempt-SPAM
1*A*s*S+s*S,Botnet-TCP-Attempt-SPAM
22+s*S+,Botnet-TCP-Attempt-SPAM
22+s*B+B*,Botnet-TCP-Attempt-SPAM
11*B*s*s*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"1,R*R+S*s*B",Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
22*S+S*,Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
r*r*s*r*A*s,Botnet-TCP-Attempt-SPAM
99.Z+,Botnet-TCP-WEB-Established
22+s*s+s*s*,Botnet-TCP-Attempt-SPAM
22*B*s+s*s*,Botnet-TCP-Attempt-SPAM
"22.s.b.S.S,",Botnet-TCP-Attempt-SPAM
11.r.,Botnet-TCP-Attempt-SPAM
11+R*R+R*r*,Botnet-TCP-Attempt-SPAM
12*R+S*R.R.,Botnet-TCP-Attempt-SPAM
11*r*A*,Botnet-TCP-Attempt-SPAM
r*A*r*R+R*R,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"11,R*r*R,",Botnet-TCP-Attempt-SPAM
*z+z*z*I+i+,Botnet-TCP-Established-HTTP-Ad
21*r*,Botnet-TCP-Attempt-SPAM
"88,Y+y+Y,",Botnet-TCP-WEB-Established
"88,Y*Y,",Botnet-TCP-WEB-Established
220S*,Botnet-TCP-Attempt-SPAM
"2,s.a.R+R*B",Botnet-TCP-Attempt-SPAM
"+y,y,Y+Z,h,",Botnet-TCP-Established-HTTP-Ad
"+s+s+s*s+s,",Botnet-TCP-Attempt-SPAM
"11*R,R*",Botnet-TCP-Attempt-SPAM
11+S*,Botnet-TCP-Attempt-SPAM
"22+S,S*s*",Botnet-TCP-Attempt-SPAM
"s*B*s*s+S,s",Botnet-TCP-Attempt-SPAM
22*s*S+b+,Botnet-TCP-Attempt-SPAM
22*s*S+b+,Botnet-TCP-Attempt-SPAM
11+S0r*s*s+,Botnet-TCP-Attempt-SPAM
",r.r,R+S,r,",Botnet-TCP-Attempt-SPAM
"12*S,S*",Botnet-TCP-Attempt-SPAM
"12*S,R*S*",Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
21*s*,Botnet-TCP-Attempt-SPAM
21*r*r*r*,Botnet-TCP-Attempt-SPAM
"22,r,r,R*",Botnet-TCP-Attempt-SPAM
11*S+B+B+S*,Botnet-TCP-Attempt-SPAM
"22+s+s+S,S*",Botnet-TCP-Attempt-SPAM
12*b*s*s*,Botnet-TCP-Attempt-SPAM
"21.S,S*B*s*",Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
55*s*s*,Botnet-TCP-Attempt-SPAM
"2+S,s+s,S*S",Botnet-TCP-Attempt-SPAM
*S+r+R*A*r*,Botnet-TCP-Attempt-SPAM
21*s*,Botnet-TCP-Attempt-SPAM
11*s*r*s*,Botnet-TCP-Attempt-SPAM
"11,A,r,",Botnet-TCP-Attempt-SPAM
",s.r,r,R0R*",Botnet-TCP-Attempt-SPAM
"12*s*S,S*s*",Botnet-TCP-Attempt-SPAM
22+s+S*s*,Botnet-TCP-Attempt-SPAM
11*r+,Botnet-TCP-Attempt-SPAM
"1*R,R*r*r*R",Botnet-TCP-Attempt-SPAM
1*R+r*r*A*r,Botnet-TCP-Attempt-SPAM
11*s*r*,Botnet-TCP-Attempt-SPAM
1+r*s*r*A*s,Botnet-TCP-Attempt-SPAM
"B*R,s+S*r*R",Botnet-TCP-Attempt-SPAM
+r*r*r*r*r*,Botnet-TCP-Attempt-SPAM
+S*B*s*s+r*,Botnet-TCP-Attempt-SPAM
",R*S+r,r,R*",Botnet-TCP-Attempt-SPAM
22+s*B+B*,Botnet-TCP-Attempt-SPAM
11+R*,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
11*a*,Botnet-TCP-Attempt-SPAM
21*s*r*,Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
.y.Y*y0Y.Y+,Botnet-TCP-Established-HTTP-Ad
.Y.Y.Y*Y.y.,Botnet-TCP-Established-HTTP-Ad-yieldmanager
"Y+Y,Y*Y.Y*Y",Botnet-TCP-Established-HTTP-Ad
",y,Y*Y.y,y.",Botnet-TCP-Established-HTTP-Ad
".y.h.Y.Y0Y,",Botnet-TCP-Established-HTTP-Ad
.y.Y.Y.y.Y*,Botnet-TCP-WEB-Established
88.Y0,Botnet-TCP-Established-HTTP-Ad
Y.y.Y.y.Y.h,Botnet-TCP-Established-HTTP-Ad
22*s*,Botnet-TCP-Attempt-SPAM
"*s+s*s+s+s,",Botnet-TCP-Attempt-SPAM
"*s+S0S+B+s,",Botnet-TCP-Attempt-SPAM
"22,S+B+",Botnet-TCP-Attempt-SPAM
"22,s+s+s+s+",Botnet-TCP-Attempt-SPAM
22*B*r*,Botnet-TCP-Attempt-SPAM
".S.R,r,B,S*",Botnet-TCP-Attempt-SPAM
".Y.y.Y.Y,Y.",Botnet-TCP-WEB-Established
22*s0S+,Botnet-TCP-Attempt-SPAM
82*s*,Botnet-TCP-CC-HTTP-Not-Encrypted
"22,B,",Botnet-TCP-Attempt-SPAM
220R+,Botnet-TCP-Attempt-SPAM
"1*R*R.R,R*r",Botnet-TCP-Attempt-SPAM
21.s.,Botnet-TCP-Attempt-SPAM
"12*r+R0R,",Botnet-TCP-Attempt-SPAM
220V*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
"R+S*R,R*r*r",Botnet-TCP-Attempt-SPAM
Y.Y.Y.Y.Y.Y,Botnet-TCP-Established-HTTP-Ad
*Z+z+z+z+z*,Botnet-TCP-Established-HTTP-Ad
22+S*,Botnet-TCP-Attempt-SPAM
22*r*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*S*B*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
",y.H,y.y,y.",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22*S*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
88*y*s*,Botnet-TCP-CC-HTTP-Not-Encrypted
220S+,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
55*B*v*,Botnet-TCP-Attempt-SPAM
s+s+s+S*S+s,Botnet-TCP-Attempt-SPAM
"11,R*",Botnet-TCP-Attempt-SPAM
"11*R,R*A*",Botnet-TCP-Attempt-SPAM
11*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
",r,r,A,r,r,",Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
s+s+s+b+s+s,Botnet-TCP-Attempt-SPAM
"+s*S+B+s+s,",Botnet-TCP-Attempt-SPAM
"s+s+s,S*s+s",Botnet-TCP-Attempt-SPAM
"12+s+s*S,",Botnet-TCP-Attempt-SPAM
"21,r,s,R*",Botnet-TCP-Attempt-SPAM
"+s,S*s+b+s+",Botnet-TCP-Attempt-SPAM
"B+s+s+s,B,s",Botnet-TCP-Attempt-SPAM
12*S+B+,Botnet-TCP-Attempt-SPAM
r+B+r*r+r*a,Botnet-TCP-Attempt-SPAM
*s*S+s*B*r*,Botnet-TCP-Attempt-SPAM
"110R,S*s*s*",Botnet-TCP-Attempt-SPAM
",A,r+r+A+r,",Botnet-TCP-Attempt-SPAM
",A,r,R*r+S,",Botnet-TCP-Attempt-SPAM
",R.R+R,R*r+",Botnet-TCP-Attempt-SPAM
11*R*,Botnet-TCP-Attempt-SPAM
"11*R+R0R*R,",Botnet-TCP-Attempt-SPAM
22+S*B*s*s+,Botnet-TCP-Attempt-SPAM
"y.Y*Y,Y.y.Y",Botnet-TCP-Established-HTTP-Ad
",y,y,Y,Y,y,",Botnet-TCP-WEB-Established-SSL
"y,y,H,y,Y,y",Botnet-TCP-WEB-Established-SSL
11*r*A*,Botnet-TCP-Attempt-SPAM
".h.y,H,y,y,",Botnet-TCP-WEB-Established
22*B*,Botnet-TCP-Attempt-SPAM
220s*,Botnet-TCP-Attempt-SPAM
"88*y*y*y*Y,",Botnet-TCP-WEB-Established-SSL
